 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)        time            @vbvdd[i]      
 6.34650000e-04  7.00000000e+00  6.34650000e-04  1.14786634e+00  6.34650000e-04  6.99627153e+00  6.34650000e-04  1.17303399e+00  6.34650000e-04  1.22256112e-06  6.34650000e-04 -4.32617664e-06  6.34650000e-04 -5.06214871e-05 
 6.34750000e-04  7.00000000e+00  6.34750000e-04  1.14785683e+00  6.34750000e-04  6.99627150e+00  6.34750000e-04  1.17302323e+00  6.34750000e-04  1.22038643e-06  6.34750000e-04 -4.32758148e-06  6.34750000e-04 -5.06214871e-05 
 6.34850000e-04  7.00000000e+00  6.34850000e-04  1.14784731e+00  6.34850000e-04  6.99627148e+00  6.34850000e-04  1.17301247e+00  6.34850000e-04  1.22256064e-06  6.34850000e-04 -4.32898564e-06  6.34850000e-04 -5.06214871e-05 
 6.34950000e-04  7.00000000e+00  6.34950000e-04  1.14783779e+00  6.34950000e-04  6.99627146e+00  6.34950000e-04  1.17300171e+00  6.34950000e-04  1.22038692e-06  6.34950000e-04 -4.33038667e-06  6.34950000e-04 -5.06214871e-05 
 6.35050000e-04  7.00000000e+00  6.35050000e-04  1.14782826e+00  6.35050000e-04  6.99627144e+00  6.35050000e-04  1.17299095e+00  6.35050000e-04  1.22256016e-06  6.35050000e-04 -4.33178704e-06  6.35050000e-04 -5.06214871e-05 
 6.35150000e-04  7.00000000e+00  6.35150000e-04  1.14781874e+00  6.35150000e-04  6.99627141e+00  6.35150000e-04  1.17298019e+00  6.35150000e-04  1.22038740e-06  6.35150000e-04 -4.33318428e-06  6.35150000e-04 -5.06214871e-05 
 6.35250000e-04  7.00000000e+00  6.35250000e-04  1.14780920e+00  6.35250000e-04  6.99627139e+00  6.35250000e-04  1.17296943e+00  6.35250000e-04  1.22255967e-06  6.35250000e-04 -4.33458085e-06  6.35250000e-04 -5.06214871e-05 
 6.35350000e-04  7.00000000e+00  6.35350000e-04  1.14779966e+00  6.35350000e-04  6.99627137e+00  6.35350000e-04  1.17295867e+00  6.35350000e-04  1.22038788e-06  6.35350000e-04 -4.33597430e-06  6.35350000e-04 -5.06214871e-05 
 6.35450000e-04  7.00000000e+00  6.35450000e-04  1.14779012e+00  6.35450000e-04  6.99627134e+00  6.35450000e-04  1.17294790e+00  6.35450000e-04  1.22255919e-06  6.35450000e-04 -4.33736709e-06  6.35450000e-04 -5.06214871e-05 
 6.35550000e-04  7.00000000e+00  6.35550000e-04  1.14778058e+00  6.35550000e-04  6.99627132e+00  6.35550000e-04  1.17293714e+00  6.35550000e-04  1.22038837e-06  6.35550000e-04 -4.33875676e-06  6.35550000e-04 -5.06214871e-05 
 6.35650000e-04  7.00000000e+00  6.35650000e-04  1.14777103e+00  6.35650000e-04  6.99627130e+00  6.35650000e-04  1.17292637e+00  6.35650000e-04  1.22255871e-06  6.35650000e-04 -4.34014578e-06  6.35650000e-04 -5.06214871e-05 
 6.35750000e-04  7.00000000e+00  6.35750000e-04  1.14776148e+00  6.35750000e-04  6.99627128e+00  6.35750000e-04  1.17291561e+00  6.35750000e-04  1.22038885e-06  6.35750000e-04 -4.34153168e-06  6.35750000e-04 -5.06214871e-05 
 6.35850000e-04  7.00000000e+00  6.35850000e-04  1.14775192e+00  6.35850000e-04  6.99627125e+00  6.35850000e-04  1.17290484e+00  6.35850000e-04  1.22255822e-06  6.35850000e-04 -4.34291694e-06  6.35850000e-04 -5.06214871e-05 
 6.35950000e-04  7.00000000e+00  6.35950000e-04  1.14774236e+00  6.35950000e-04  6.99627123e+00  6.35950000e-04  1.17289408e+00  6.35950000e-04  1.22038933e-06  6.35950000e-04 -4.34429909e-06  6.35950000e-04 -5.06214871e-05 
 6.36050000e-04  7.00000000e+00  6.36050000e-04  1.14773279e+00  6.36050000e-04  6.99627121e+00  6.36050000e-04  1.17288331e+00  6.36050000e-04  1.22255774e-06  6.36050000e-04 -4.34568059e-06  6.36050000e-04 -5.06214871e-05 
 6.36150000e-04  7.00000000e+00  6.36150000e-04  1.14772323e+00  6.36150000e-04  6.99627119e+00  6.36150000e-04  1.17287254e+00  6.36150000e-04  1.22038981e-06  6.36150000e-04 -4.34705898e-06  6.36150000e-04 -5.06214871e-05 
 6.36250000e-04  7.00000000e+00  6.36250000e-04  1.14771365e+00  6.36250000e-04  6.99627116e+00  6.36250000e-04  1.17286178e+00  6.36250000e-04  1.22255726e-06  6.36250000e-04 -4.34843672e-06  6.36250000e-04 -5.06214871e-05 
 6.36350000e-04  7.00000000e+00  6.36350000e-04  1.14770408e+00  6.36350000e-04  6.99627114e+00  6.36350000e-04  1.17285101e+00  6.36350000e-04  1.22039029e-06  6.36350000e-04 -4.34981136e-06  6.36350000e-04 -5.06214871e-05 
 6.36450000e-04  7.00000000e+00  6.36450000e-04  1.14769450e+00  6.36450000e-04  6.99627112e+00  6.36450000e-04  1.17284024e+00  6.36450000e-04  1.22255678e-06  6.36450000e-04 -4.35118537e-06  6.36450000e-04 -5.06214871e-05 
 6.36550000e-04  7.00000000e+00  6.36550000e-04  1.14768492e+00  6.36550000e-04  6.99627110e+00  6.36550000e-04  1.17282947e+00  6.36550000e-04  1.22039078e-06  6.36550000e-04 -4.35255629e-06  6.36550000e-04 -5.06214871e-05 
 6.36650000e-04  7.00000000e+00  6.36650000e-04  1.14767533e+00  6.36650000e-04  6.99627107e+00  6.36650000e-04  1.17281870e+00  6.36650000e-04  1.22255630e-06  6.36650000e-04 -4.35392657e-06  6.36650000e-04 -5.06214871e-05 
 6.36750000e-04  7.00000000e+00  6.36750000e-04  1.14766574e+00  6.36750000e-04  6.99627105e+00  6.36750000e-04  1.17280793e+00  6.36750000e-04  1.22039126e-06  6.36750000e-04 -4.35529376e-06  6.36750000e-04 -5.06214871e-05 
 6.36850000e-04  7.00000000e+00  6.36850000e-04  1.14765614e+00  6.36850000e-04  6.99627103e+00  6.36850000e-04  1.17279716e+00  6.36850000e-04  1.22255582e-06  6.36850000e-04 -4.35666032e-06  6.36850000e-04 -5.06214871e-05 
 6.36950000e-04  7.00000000e+00  6.36950000e-04  1.14764654e+00  6.36950000e-04  6.99627100e+00  6.36950000e-04  1.17278639e+00  6.36950000e-04  1.22039174e-06  6.36950000e-04 -4.35802379e-06  6.36950000e-04 -5.06214871e-05 
 6.37050000e-04  7.00000000e+00  6.37050000e-04  1.14763694e+00  6.37050000e-04  6.99627098e+00  6.37050000e-04  1.17277561e+00  6.37050000e-04  1.22255534e-06  6.37050000e-04 -4.35938663e-06  6.37050000e-04 -5.06214871e-05 
 6.37150000e-04  7.00000000e+00  6.37150000e-04  1.14762734e+00  6.37150000e-04  6.99627096e+00  6.37150000e-04  1.17276484e+00  6.37150000e-04  1.22039222e-06  6.37150000e-04 -4.36074639e-06  6.37150000e-04 -5.06214871e-05 
 6.37250000e-04  7.00000000e+00  6.37250000e-04  1.14761773e+00  6.37250000e-04  6.99627094e+00  6.37250000e-04  1.17275407e+00  6.37250000e-04  1.22255486e-06  6.37250000e-04 -4.36210552e-06  6.37250000e-04 -5.06214871e-05 
 6.37350000e-04  7.00000000e+00  6.37350000e-04  1.14760811e+00  6.37350000e-04  6.99627091e+00  6.37350000e-04  1.17274329e+00  6.37350000e-04  1.22039270e-06  6.37350000e-04 -4.36346158e-06  6.37350000e-04 -5.06214871e-05 
 6.37450000e-04  7.00000000e+00  6.37450000e-04  1.14759850e+00  6.37450000e-04  6.99627089e+00  6.37450000e-04  1.17273252e+00  6.37450000e-04  1.22255438e-06  6.37450000e-04 -4.36481702e-06  6.37450000e-04 -5.06214871e-05 
 6.37550000e-04  7.00000000e+00  6.37550000e-04  1.14758887e+00  6.37550000e-04  6.99627087e+00  6.37550000e-04  1.17272174e+00  6.37550000e-04  1.22039317e-06  6.37550000e-04 -4.36616938e-06  6.37550000e-04 -5.06214871e-05 
 6.37650000e-04  7.00000000e+00  6.37650000e-04  1.14757925e+00  6.37650000e-04  6.99627085e+00  6.37650000e-04  1.17271097e+00  6.37650000e-04  1.22255390e-06  6.37650000e-04 -4.36752113e-06  6.37650000e-04 -5.06214871e-05 
 6.37750000e-04  7.00000000e+00  6.37750000e-04  1.14756962e+00  6.37750000e-04  6.99627082e+00  6.37750000e-04  1.17270019e+00  6.37750000e-04  1.22039365e-06  6.37750000e-04 -4.36886982e-06  6.37750000e-04 -5.06214871e-05 
 6.37850000e-04  7.00000000e+00  6.37850000e-04  1.14755999e+00  6.37850000e-04  6.99627080e+00  6.37850000e-04  1.17268942e+00  6.37850000e-04  1.22255342e-06  6.37850000e-04 -4.37021790e-06  6.37850000e-04 -5.06214871e-05 
 6.37950000e-04  7.00000000e+00  6.37950000e-04  1.14755035e+00  6.37950000e-04  6.99627078e+00  6.37950000e-04  1.17267864e+00  6.37950000e-04  1.22039413e-06  6.37950000e-04 -4.37156290e-06  6.37950000e-04 -5.06214871e-05 
 6.38050000e-04  7.00000000e+00  6.38050000e-04  1.14754071e+00  6.38050000e-04  6.99627075e+00  6.38050000e-04  1.17266786e+00  6.38050000e-04  1.22255294e-06  6.38050000e-04 -4.37290731e-06  6.38050000e-04 -5.06214871e-05 
 6.38150000e-04  7.00000000e+00  6.38150000e-04  1.14753107e+00  6.38150000e-04  6.99627073e+00  6.38150000e-04  1.17265708e+00  6.38150000e-04  1.22039461e-06  6.38150000e-04 -4.37424865e-06  6.38150000e-04 -5.06214871e-05 
 6.38250000e-04  7.00000000e+00  6.38250000e-04  1.14752142e+00  6.38250000e-04  6.99627071e+00  6.38250000e-04  1.17264630e+00  6.38250000e-04  1.22255247e-06  6.38250000e-04 -4.37558938e-06  6.38250000e-04 -5.06214871e-05 
 6.38350000e-04  7.00000000e+00  6.38350000e-04  1.14751177e+00  6.38350000e-04  6.99627069e+00  6.38350000e-04  1.17263553e+00  6.38350000e-04  1.22039509e-06  6.38350000e-04 -4.37692707e-06  6.38350000e-04 -5.06214871e-05 
 6.38450000e-04  7.00000000e+00  6.38450000e-04  1.14750212e+00  6.38450000e-04  6.99627066e+00  6.38450000e-04  1.17262475e+00  6.38450000e-04  1.22255199e-06  6.38450000e-04 -4.37826415e-06  6.38450000e-04 -5.06214871e-05 
 6.38550000e-04  7.00000000e+00  6.38550000e-04  1.14749246e+00  6.38550000e-04  6.99627064e+00  6.38550000e-04  1.17261397e+00  6.38550000e-04  1.22039556e-06  6.38550000e-04 -4.37959818e-06  6.38550000e-04 -5.06214871e-05 
 6.38650000e-04  7.00000000e+00  6.38650000e-04  1.14748280e+00  6.38650000e-04  6.99627062e+00  6.38650000e-04  1.17260319e+00  6.38650000e-04  1.22255151e-06  6.38650000e-04 -4.38093162e-06  6.38650000e-04 -5.06214871e-05 
 6.38750000e-04  7.00000000e+00  6.38750000e-04  1.14747313e+00  6.38750000e-04  6.99627060e+00  6.38750000e-04  1.17259240e+00  6.38750000e-04  1.22039604e-06  6.38750000e-04 -4.38226202e-06  6.38750000e-04 -5.06214871e-05 
 6.38850000e-04  7.00000000e+00  6.38850000e-04  1.14746346e+00  6.38850000e-04  6.99627057e+00  6.38850000e-04  1.17258162e+00  6.38850000e-04  1.22255104e-06  6.38850000e-04 -4.38359181e-06  6.38850000e-04 -5.06214871e-05 
 6.38950000e-04  7.00000000e+00  6.38950000e-04  1.14745379e+00  6.38950000e-04  6.99627055e+00  6.38950000e-04  1.17257084e+00  6.38950000e-04  1.22039652e-06  6.38950000e-04 -4.38491857e-06  6.38950000e-04 -5.06214871e-05 
 6.39050000e-04  7.00000000e+00  6.39050000e-04  1.14744411e+00  6.39050000e-04  6.99627053e+00  6.39050000e-04  1.17256006e+00  6.39050000e-04  1.22255056e-06  6.39050000e-04 -4.38624475e-06  6.39050000e-04 -5.06214871e-05 
 6.39150000e-04  7.00000000e+00  6.39150000e-04  1.14743443e+00  6.39150000e-04  6.99627050e+00  6.39150000e-04  1.17254927e+00  6.39150000e-04  1.22039699e-06  6.39150000e-04 -4.38756788e-06  6.39150000e-04 -5.06214871e-05 
 6.39250000e-04  7.00000000e+00  6.39250000e-04  1.14742475e+00  6.39250000e-04  6.99627048e+00  6.39250000e-04  1.17253849e+00  6.39250000e-04  1.22255008e-06  6.39250000e-04 -4.38889043e-06  6.39250000e-04 -5.06214871e-05 
 6.39350000e-04  7.00000000e+00  6.39350000e-04  1.14741506e+00  6.39350000e-04  6.99627046e+00  6.39350000e-04  1.17252771e+00  6.39350000e-04  1.22039747e-06  6.39350000e-04 -4.39020995e-06  6.39350000e-04 -5.06214871e-05 
 6.39450000e-04  7.00000000e+00  6.39450000e-04  1.14740537e+00  6.39450000e-04  6.99627044e+00  6.39450000e-04  1.17251692e+00  6.39450000e-04  1.22254961e-06  6.39450000e-04 -4.39152890e-06  6.39450000e-04 -5.06214871e-05 
 6.39550000e-04  7.00000000e+00  6.39550000e-04  1.14739567e+00  6.39550000e-04  6.99627041e+00  6.39550000e-04  1.17250614e+00  6.39550000e-04  1.22039794e-06  6.39550000e-04 -4.39284481e-06  6.39550000e-04 -5.06214871e-05 
 6.39650000e-04  7.00000000e+00  6.39650000e-04  1.14738597e+00  6.39650000e-04  6.99627039e+00  6.39650000e-04  1.17249535e+00  6.39650000e-04  1.22254913e-06  6.39650000e-04 -4.39416015e-06  6.39650000e-04 -5.06214871e-05 
 6.39750000e-04  7.00000000e+00  6.39750000e-04  1.14737627e+00  6.39750000e-04  6.99627037e+00  6.39750000e-04  1.17248456e+00  6.39750000e-04  1.22039842e-06  6.39750000e-04 -4.39547246e-06  6.39750000e-04 -5.06214871e-05 
 6.39850000e-04  7.00000000e+00  6.39850000e-04  1.14736656e+00  6.39850000e-04  6.99627035e+00  6.39850000e-04  1.17247378e+00  6.39850000e-04  1.22254866e-06  6.39850000e-04 -4.39678419e-06  6.39850000e-04 -5.06214871e-05 
 6.39950000e-04  7.00000000e+00  6.39950000e-04  1.14735685e+00  6.39950000e-04  6.99627032e+00  6.39950000e-04  1.17246299e+00  6.39950000e-04  1.22039889e-06  6.39950000e-04 -4.39809291e-06  6.39950000e-04 -5.06214871e-05 
 6.40050000e-04  7.00000000e+00  6.40050000e-04  1.14734714e+00  6.40050000e-04  6.99627030e+00  6.40050000e-04  1.17245220e+00  6.40050000e-04  1.22254818e-06  6.40050000e-04 -4.39940106e-06  6.40050000e-04 -5.06214871e-05 
 6.40150000e-04  7.00000000e+00  6.40150000e-04  1.14733742e+00  6.40150000e-04  6.99627028e+00  6.40150000e-04  1.17244141e+00  6.40150000e-04  1.22039937e-06  6.40150000e-04 -4.40070620e-06  6.40150000e-04 -5.06214871e-05 
 6.40250000e-04  7.00000000e+00  6.40250000e-04  1.14732770e+00  6.40250000e-04  6.99627026e+00  6.40250000e-04  1.17243062e+00  6.40250000e-04  1.22254771e-06  6.40250000e-04 -4.40201077e-06  6.40250000e-04 -5.06214871e-05 
 6.40350000e-04  7.00000000e+00  6.40350000e-04  1.14731798e+00  6.40350000e-04  6.99627023e+00  6.40350000e-04  1.17241983e+00  6.40350000e-04  1.22039984e-06  6.40350000e-04 -4.40331233e-06  6.40350000e-04 -5.06214871e-05 
 6.40450000e-04  7.00000000e+00  6.40450000e-04  1.14730825e+00  6.40450000e-04  6.99627021e+00  6.40450000e-04  1.17240904e+00  6.40450000e-04  1.22254723e-06  6.40450000e-04 -4.40461334e-06  6.40450000e-04 -5.06214871e-05 
 6.40550000e-04  7.00000000e+00  6.40550000e-04  1.14729852e+00  6.40550000e-04  6.99627019e+00  6.40550000e-04  1.17239825e+00  6.40550000e-04  1.22040032e-06  6.40550000e-04 -4.40591133e-06  6.40550000e-04 -5.06214871e-05 
 6.40650000e-04  7.00000000e+00  6.40650000e-04  1.14728878e+00  6.40650000e-04  6.99627016e+00  6.40650000e-04  1.17238746e+00  6.40650000e-04  1.22254676e-06  6.40650000e-04 -4.40720877e-06  6.40650000e-04 -5.06214871e-05 
 6.40750000e-04  7.00000000e+00  6.40750000e-04  1.14727904e+00  6.40750000e-04  6.99627014e+00  6.40750000e-04  1.17237667e+00  6.40750000e-04  1.22040079e-06  6.40750000e-04 -4.40850320e-06  6.40750000e-04 -5.06214871e-05 
 6.40850000e-04  7.00000000e+00  6.40850000e-04  1.14726930e+00  6.40850000e-04  6.99627012e+00  6.40850000e-04  1.17236588e+00  6.40850000e-04  1.22254629e-06  6.40850000e-04 -4.40979708e-06  6.40850000e-04 -5.06214871e-05 
 6.40950000e-04  7.00000000e+00  6.40950000e-04  1.14725956e+00  6.40950000e-04  6.99627010e+00  6.40950000e-04  1.17235509e+00  6.40950000e-04  1.22040126e-06  6.40950000e-04 -4.41108797e-06  6.40950000e-04 -5.06214871e-05 
 6.41050000e-04  7.00000000e+00  6.41050000e-04  1.14724981e+00  6.41050000e-04  6.99627007e+00  6.41050000e-04  1.17234430e+00  6.41050000e-04  1.22254582e-06  6.41050000e-04 -4.41237831e-06  6.41050000e-04 -5.06214871e-05 
 6.41150000e-04  7.00000000e+00  6.41150000e-04  1.14724005e+00  6.41150000e-04  6.99627005e+00  6.41150000e-04  1.17233350e+00  6.41150000e-04  1.22040174e-06  6.41150000e-04 -4.41366565e-06  6.41150000e-04 -5.06214871e-05 
 6.41250000e-04  7.00000000e+00  6.41250000e-04  1.14723030e+00  6.41250000e-04  6.99627003e+00  6.41250000e-04  1.17232271e+00  6.41250000e-04  1.22254534e-06  6.41250000e-04 -4.41495245e-06  6.41250000e-04 -5.06214871e-05 
 6.41350000e-04  7.00000000e+00  6.41350000e-04  1.14722054e+00  6.41350000e-04  6.99627001e+00  6.41350000e-04  1.17231191e+00  6.41350000e-04  1.22040221e-06  6.41350000e-04 -4.41623626e-06  6.41350000e-04 -5.06214871e-05 
 6.41450000e-04  7.00000000e+00  6.41450000e-04  1.14721077e+00  6.41450000e-04  6.99626998e+00  6.41450000e-04  1.17230112e+00  6.41450000e-04  1.22254487e-06  6.41450000e-04 -4.41751953e-06  6.41450000e-04 -5.06214871e-05 
 6.41550000e-04  7.00000000e+00  6.41550000e-04  1.14720100e+00  6.41550000e-04  6.99626996e+00  6.41550000e-04  1.17229032e+00  6.41550000e-04  1.22040268e-06  6.41550000e-04 -4.41879980e-06  6.41550000e-04 -5.06214871e-05 
 6.41650000e-04  7.00000000e+00  6.41650000e-04  1.14719123e+00  6.41650000e-04  6.99626994e+00  6.41650000e-04  1.17227953e+00  6.41650000e-04  1.22254440e-06  6.41650000e-04 -4.42007956e-06  6.41650000e-04 -5.06214871e-05 
 6.41750000e-04  7.00000000e+00  6.41750000e-04  1.14718146e+00  6.41750000e-04  6.99626991e+00  6.41750000e-04  1.17226873e+00  6.41750000e-04  1.22040315e-06  6.41750000e-04 -4.42135633e-06  6.41750000e-04 -5.06214871e-05 
 6.41850000e-04  7.00000000e+00  6.41850000e-04  1.14717168e+00  6.41850000e-04  6.99626989e+00  6.41850000e-04  1.17225793e+00  6.41850000e-04  1.22254393e-06  6.41850000e-04 -4.42263256e-06  6.41850000e-04 -5.06214871e-05 
 6.41950000e-04  7.00000000e+00  6.41950000e-04  1.14716190e+00  6.41950000e-04  6.99626987e+00  6.41950000e-04  1.17224714e+00  6.41950000e-04  1.22040362e-06  6.41950000e-04 -4.42390582e-06  6.41950000e-04 -5.06214871e-05 
 6.42050000e-04  7.00000000e+00  6.42050000e-04  1.14715211e+00  6.42050000e-04  6.99626985e+00  6.42050000e-04  1.17223634e+00  6.42050000e-04  1.22254346e-06  6.42050000e-04 -4.42517856e-06  6.42050000e-04 -5.06214871e-05 
 6.42150000e-04  7.00000000e+00  6.42150000e-04  1.14714232e+00  6.42150000e-04  6.99626982e+00  6.42150000e-04  1.17222554e+00  6.42150000e-04  1.22040409e-06  6.42150000e-04 -4.42644831e-06  6.42150000e-04 -5.06214871e-05 
 6.42250000e-04  7.00000000e+00  6.42250000e-04  1.14713253e+00  6.42250000e-04  6.99626980e+00  6.42250000e-04  1.17221474e+00  6.42250000e-04  1.22254299e-06  6.42250000e-04 -4.42771753e-06  6.42250000e-04 -5.06214871e-05 
 6.42350000e-04  7.00000000e+00  6.42350000e-04  1.14712274e+00  6.42350000e-04  6.99626978e+00  6.42350000e-04  1.17220394e+00  6.42350000e-04  1.22040456e-06  6.42350000e-04 -4.42898379e-06  6.42350000e-04 -5.06214871e-05 
 6.42450000e-04  7.00000000e+00  6.42450000e-04  1.14711294e+00  6.42450000e-04  6.99626975e+00  6.42450000e-04  1.17219314e+00  6.42450000e-04  1.22254252e-06  6.42450000e-04 -4.43024953e-06  6.42450000e-04 -5.06214871e-05 
 6.42550000e-04  7.00000000e+00  6.42550000e-04  1.14710313e+00  6.42550000e-04  6.99626973e+00  6.42550000e-04  1.17218234e+00  6.42550000e-04  1.22040503e-06  6.42550000e-04 -4.43151230e-06  6.42550000e-04 -5.06214871e-05 
 6.42650000e-04  7.00000000e+00  6.42650000e-04  1.14709333e+00  6.42650000e-04  6.99626971e+00  6.42650000e-04  1.17217154e+00  6.42650000e-04  1.22254205e-06  6.42650000e-04 -4.43277456e-06  6.42650000e-04 -5.06214871e-05 
 6.42750000e-04  7.00000000e+00  6.42750000e-04  1.14708352e+00  6.42750000e-04  6.99626969e+00  6.42750000e-04  1.17216074e+00  6.42750000e-04  1.22040550e-06  6.42750000e-04 -4.43403386e-06  6.42750000e-04 -5.06214871e-05 
 6.42850000e-04  7.00000000e+00  6.42850000e-04  1.14707370e+00  6.42850000e-04  6.99626966e+00  6.42850000e-04  1.17214994e+00  6.42850000e-04  1.22254158e-06  6.42850000e-04 -4.43529264e-06  6.42850000e-04 -5.06214871e-05 
 6.42950000e-04  7.00000000e+00  6.42950000e-04  1.14706389e+00  6.42950000e-04  6.99626964e+00  6.42950000e-04  1.17213914e+00  6.42950000e-04  1.22040597e-06  6.42950000e-04 -4.43654847e-06  6.42950000e-04 -5.06214871e-05 
 6.43050000e-04  7.00000000e+00  6.43050000e-04  1.14705406e+00  6.43050000e-04  6.99626962e+00  6.43050000e-04  1.17212834e+00  6.43050000e-04  1.22254111e-06  6.43050000e-04 -4.43780379e-06  6.43050000e-04 -5.06214871e-05 
 6.43150000e-04  7.00000000e+00  6.43150000e-04  1.14704424e+00  6.43150000e-04  6.99626960e+00  6.43150000e-04  1.17211753e+00  6.43150000e-04  1.22040644e-06  6.43150000e-04 -4.43905615e-06  6.43150000e-04 -5.06214871e-05 
 6.43250000e-04  7.00000000e+00  6.43250000e-04  1.14703441e+00  6.43250000e-04  6.99626957e+00  6.43250000e-04  1.17210673e+00  6.43250000e-04  1.22254064e-06  6.43250000e-04 -4.44030802e-06  6.43250000e-04 -5.06214871e-05 
 6.43350000e-04  7.00000000e+00  6.43350000e-04  1.14702458e+00  6.43350000e-04  6.99626955e+00  6.43350000e-04  1.17209593e+00  6.43350000e-04  1.22040691e-06  6.43350000e-04 -4.44155694e-06  6.43350000e-04 -5.06214871e-05 
 6.43450000e-04  7.00000000e+00  6.43450000e-04  1.14701475e+00  6.43450000e-04  6.99626953e+00  6.43450000e-04  1.17208512e+00  6.43450000e-04  1.22254017e-06  6.43450000e-04 -4.44280535e-06  6.43450000e-04 -5.06214871e-05 
 6.43550000e-04  7.00000000e+00  6.43550000e-04  1.14700491e+00  6.43550000e-04  6.99626950e+00  6.43550000e-04  1.17207432e+00  6.43550000e-04  1.22040738e-06  6.43550000e-04 -4.44405081e-06  6.43550000e-04 -5.06214871e-05 
 6.43650000e-04  7.00000000e+00  6.43650000e-04  1.14699507e+00  6.43650000e-04  6.99626948e+00  6.43650000e-04  1.17206351e+00  6.43650000e-04  1.22253970e-06  6.43650000e-04 -4.44529579e-06  6.43650000e-04 -5.06214871e-05 
 6.43750000e-04  7.00000000e+00  6.43750000e-04  1.14698522e+00  6.43750000e-04  6.99626946e+00  6.43750000e-04  1.17205271e+00  6.43750000e-04  1.22040785e-06  6.43750000e-04 -4.44653782e-06  6.43750000e-04 -5.06214871e-05 
 6.43850000e-04  7.00000000e+00  6.43850000e-04  1.14697537e+00  6.43850000e-04  6.99626944e+00  6.43850000e-04  1.17204190e+00  6.43850000e-04  1.22253924e-06  6.43850000e-04 -4.44777936e-06  6.43850000e-04 -5.06214871e-05 
 6.43950000e-04  7.00000000e+00  6.43950000e-04  1.14696552e+00  6.43950000e-04  6.99626941e+00  6.43950000e-04  1.17203109e+00  6.43950000e-04  1.22040831e-06  6.43950000e-04 -4.44901796e-06  6.43950000e-04 -5.06214871e-05 
 6.44050000e-04  7.00000000e+00  6.44050000e-04  1.14695567e+00  6.44050000e-04  6.99626939e+00  6.44050000e-04  1.17202029e+00  6.44050000e-04  1.22253877e-06  6.44050000e-04 -4.45025607e-06  6.44050000e-04 -5.06214871e-05 
 6.44150000e-04  7.00000000e+00  6.44150000e-04  1.14694581e+00  6.44150000e-04  6.99626937e+00  6.44150000e-04  1.17200948e+00  6.44150000e-04  1.22040878e-06  6.44150000e-04 -4.45149124e-06  6.44150000e-04 -5.06214871e-05 
 6.44250000e-04  7.00000000e+00  6.44250000e-04  1.14693594e+00  6.44250000e-04  6.99626935e+00  6.44250000e-04  1.17199867e+00  6.44250000e-04  1.22253830e-06  6.44250000e-04 -4.45272594e-06  6.44250000e-04 -5.06214871e-05 
 6.44350000e-04  7.00000000e+00  6.44350000e-04  1.14692608e+00  6.44350000e-04  6.99626932e+00  6.44350000e-04  1.17198786e+00  6.44350000e-04  1.22040925e-06  6.44350000e-04 -4.45395770e-06  6.44350000e-04 -5.06214871e-05 
 6.44450000e-04  7.00000000e+00  6.44450000e-04  1.14691621e+00  6.44450000e-04  6.99626930e+00  6.44450000e-04  1.17197705e+00  6.44450000e-04  1.22253783e-06  6.44450000e-04 -4.45518899e-06  6.44450000e-04 -5.06214871e-05 
 6.44550000e-04  7.00000000e+00  6.44550000e-04  1.14690634e+00  6.44550000e-04  6.99626928e+00  6.44550000e-04  1.17196624e+00  6.44550000e-04  1.22040971e-06  6.44550000e-04 -4.45641735e-06  6.44550000e-04 -5.06214871e-05 
 6.44650000e-04  7.00000000e+00  6.44650000e-04  1.14689646e+00  6.44650000e-04  6.99626925e+00  6.44650000e-04  1.17195543e+00  6.44650000e-04  1.22253737e-06  6.44650000e-04 -4.45764523e-06  6.44650000e-04 -5.06214871e-05 
 6.44750000e-04  7.00000000e+00  6.44750000e-04  1.14688658e+00  6.44750000e-04  6.99626923e+00  6.44750000e-04  1.17194462e+00  6.44750000e-04  1.22041018e-06  6.44750000e-04 -4.45887019e-06  6.44750000e-04 -5.06214871e-05 
 6.44850000e-04  7.00000000e+00  6.44850000e-04  1.14687670e+00  6.44850000e-04  6.99626921e+00  6.44850000e-04  1.17193381e+00  6.44850000e-04  1.22253690e-06  6.44850000e-04 -4.46009468e-06  6.44850000e-04 -5.06214871e-05 
 6.44950000e-04  7.00000000e+00  6.44950000e-04  1.14686681e+00  6.44950000e-04  6.99626919e+00  6.44950000e-04  1.17192300e+00  6.44950000e-04  1.22041065e-06  6.44950000e-04 -4.46131625e-06  6.44950000e-04 -5.06214871e-05 
 6.45050000e-04  7.00000000e+00  6.45050000e-04  1.14685692e+00  6.45050000e-04  6.99626916e+00  6.45050000e-04  1.17191219e+00  6.45050000e-04  1.22253644e-06  6.45050000e-04 -4.46253736e-06  6.45050000e-04 -5.06214871e-05 
 6.45150000e-04  7.00000000e+00  6.45150000e-04  1.14684703e+00  6.45150000e-04  6.99626914e+00  6.45150000e-04  1.17190138e+00  6.45150000e-04  1.22041111e-06  6.45150000e-04 -4.46375555e-06  6.45150000e-04 -5.06214871e-05 
 6.45250000e-04  7.00000000e+00  6.45250000e-04  1.14683713e+00  6.45250000e-04  6.99626912e+00  6.45250000e-04  1.17189057e+00  6.45250000e-04  1.22253597e-06  6.45250000e-04 -4.46497327e-06  6.45250000e-04 -5.06214871e-05 
